company,rating,location,positionName,min_salary,max_salary,average_salary,skills,skill_categories,skills_count_all,skills_count_single,total_skills,city
Capital One,3.9,"New York, NY","Senior Manager, Data Science - LLM Customization Team",,,,"['python', 'r', 'scala', 'statistics', 'optimization', 'machine learning', 'deep learning', 'nlp', 'natural language processing', 'computer vision', 'generative ai', 'self-supervised learning', 'large language models', 'llm', 'ai/ml', 'data science', 'pytorch', 'hugging face', 'aws', 'economics', 'compliance', 'operations research']","[0, 0, 0, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 3, 6, 10, 10, 10]",22,"[3, 2, 11, 2, 0, 0, 1, 0, 0, 0, 3]",22,New York
MEDIDATA,3.6,"New York, NY",Senior Commercial Data Analyst,114750.0,153000.0,133875.0,"['python', 'r', 'statistical modeling', 'machine learning', 'data science', 'predictive modeling', 'etl', 'data engineering', 'sql', 'aws', 'tableau', 'business intelligence']","[0, 0, 1, 2, 2, 2, 4, 4, 5, 6, 7, 7]",12,"[2, 1, 3, 0, 2, 1, 1, 2, 0, 0, 0]",12,New York
Meta,4.0,"Bellevue, WA 98005","Research Scientist, Machine Learning (PhD)",117000.0,117000.0,117000.0,"['python', 'r', 'matlab', 'machine learning', 'nlp', 'computer vision', 'recommendation systems', 'artificial intelligence', 'data mining', 'github', 'physics']","[0, 0, 0, 2, 2, 2, 2, 2, 2, 6, 10]",11,"[3, 0, 6, 0, 0, 0, 1, 0, 0, 0, 1]",11,Bellevue
Verily,3.8,"Boston, MA","Senior Data Scientist, AI Agent",140000.0,200000.0,170000.0,"['statistics', 'optimization', 'deep learning', 'llm', 'rag', 'data science', 'tensorflow', 'pytorch']","[1, 1, 2, 2, 2, 2, 3, 3]",8,"[0, 2, 4, 2, 0, 0, 0, 0, 0, 0, 0]",8,Boston
The DarkStar Group,0.0,"Chantilly, VA",Data Scientist (TS/SCI + Poly),,,,"['python', 'r', 'statistics', 'data science', 'sql', 'github', 'excel', 'tableau', 'power bi', 'data visualization', 'security', 'critical thinking']","[0, 0, 1, 2, 5, 6, 7, 7, 7, 7, 10, 10]",12,"[2, 1, 1, 0, 0, 1, 1, 4, 0, 0, 2]",12,Chantilly
"BI Pharmaceuticals, Inc.",4.0,"Ridgefield, CT 06877",Principal Clinical Data Scientist,,,,"['c', 'statistics', 'optimization', 'data science', 'sql', 'chemistry']","[0, 1, 1, 2, 5, 10]",6,"[1, 2, 1, 0, 0, 1, 0, 0, 0, 0, 1]",6,Ridgefield
Comcast Corporation,3.6,"Irvine, CA 92617",Sr. Data Analyst - Xumo,87174.77,130762.15,108968.45999999999,"['sql', 'excel', 'tableau', 'looker', 'business intelligence', 'finance']","[5, 7, 7, 7, 7, 10]",6,"[0, 0, 0, 0, 0, 1, 0, 4, 0, 0, 1]",6,Irvine
Google,4.3,"Seattle, WA","Data Scientist, Energy Analytics, Google Cloud",166000.0,244000.0,205000.0,"['python', 'r', 'statistics', 'optimization', 'machine learning', 'sql', 'economics', 'project management', 'operations research']","[0, 0, 1, 1, 2, 5, 10, 10, 10]",9,"[2, 2, 1, 0, 0, 1, 0, 0, 0, 0, 3]",9,Seattle
WCG,3.0,"Cary, NC",Senior Statistical Programmer (Remote),73000.0,112000.0,92500.0,"['r', 'statistics', 'compliance', 'communication skills']","[0, 1, 10, 10]",4,"[1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 2]",4,Cary
PayPal,3.8,"Chicago, IL",Machine Learning Engineer,111500.0,191950.0,151725.0,"['statistics', 'optimization', 'machine learning', 'reinforcement learning', 'anomaly detection', 'artificial intelligence', 'data science', 'security', 'communication skills']","[1, 1, 2, 2, 2, 2, 2, 10, 10]",9,"[0, 2, 5, 0, 0, 0, 0, 0, 0, 0, 2]",9,Chicago
"Red Hat, Inc.",4.0,Washington State,AI Community Engineer,127860.0,211080.0,169470.0,"['python', 'linux', 'large language models', 'ai/ml', 'tensorflow', 'pytorch', 'hugging face', 'kubernetes', 'communication skills']","[0, 0, 2, 2, 3, 3, 3, 6, 10]",9,"[2, 0, 2, 3, 0, 0, 1, 0, 0, 0, 1]",9,Washington State
Work from Home,4.5,"Nashville, TN 37203",Lead Data Scientist,,,,"['python', 'statistics', 'classification', 'optimization', 'machine learning', 'nlp', 'anomaly detection', 'ai/ml', 'data science', 'predictive modeling', 'spark', 'etl', 'sql', 'azure', 'gcp', 'docker', 'data visualization']","[0, 1, 1, 1, 2, 2, 2, 2, 2, 2, 4, 4, 5, 6, 6, 6, 7]",17,"[1, 3, 6, 0, 2, 1, 3, 1, 0, 0, 0]",17,Nashville
HCA Healthcare,3.4,"Nashville, TN 37203",Data Science Manager,,,,"['python', 'optimization', 'machine learning', 'data science', 'predictive modeling', 'spark', 'etl', 'sql', 'azure', 'gcp', 'docker', 'terraform', 'github', 'ci/cd', 'data visualization', 'model interpretability', 'project management', 'operations research']","[0, 1, 2, 2, 2, 4, 4, 5, 6, 6, 6, 6, 6, 6, 7, 8, 10, 10]",18,"[1, 1, 3, 0, 2, 1, 6, 1, 1, 0, 2]",18,Nashville
Nissan,3.8,"Franklin, TN 37067","Sr. Data Scientist, Aftersales Parts Pricing",,,,"['r', 'statistics', 'optimization', 'experimental design', 'machine learning', 'data mining', 'hadoop', 'big data', 'data modeling', 'compliance', 'security', 'marketing analytics']","[0, 1, 1, 1, 2, 2, 4, 4, 5, 10, 10, 10]",12,"[1, 3, 2, 0, 2, 1, 0, 0, 0, 0, 3]",12,Franklin
AT&T,3.7,"Atlanta, GA 30319",Senior Data & AI Engineer,116700.0,196100.0,156400.0,"['python', 'machine learning', 'ai/ml', 'spark', 'hadoop', 'kafka', 'big data', 'data pipelines', 'data infrastructure', 'data engineering', 'aws', 'azure', 'gcp', 'compliance', 'security', 'data governance']","[0, 2, 2, 4, 4, 4, 4, 4, 4, 4, 6, 6, 6, 10, 10, 10]",16,"[1, 0, 2, 0, 7, 0, 3, 0, 0, 0, 3]",16,Atlanta
Charles Schwab,3.9,"Austin, TX","Manager, AI & Data Science - Cognitive AI",102500.0,184400.0,143450.0,"['python', 'go', 'statistics', 'hypothesis testing', 'classification', 'statistical modeling', 'experimental design', 'deep learning', 'nlp', 'natural language processing', 'recommendation systems', 'llm', 'ai/ml', 'data science', 'tensorflow', 'pytorch', 'streamlit', 'hugging face', 'transformers', 'xgboost', 'data infrastructure', 'gcp', 'kubernetes', 'ci/cd', 'dash', 'mlflow', 'model deployment', 'model evaluation', 'flask', 'finance', 'critical thinking', 'operations research']","[0, 0, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 3, 3, 3, 3, 3, 3, 4, 6, 6, 6, 7, 8, 8, 8, 8, 10, 10, 10]",32,"[2, 5, 7, 6, 1, 0, 3, 1, 4, 0, 3]",32,Austin
Amazon,3.5,"New York, NY","Applied Scientist II, Sponsored Products - Bidding",136000.0,223400.0,179700.0,"['python', 'java', 'c++', 'optimization', 'machine learning', 'data mining', 'model validation', 'high-performance computing', 'distributed computing']","[0, 0, 0, 1, 2, 2, 8, 9, 9]",9,"[3, 1, 2, 0, 0, 0, 0, 0, 1, 2, 0]",9,New York
EQT Corporation,3.5,Remote,AI Specialist,,,,"['large language models', 'artificial intelligence', 'databricks', 'sql', 'power bi', 'security']","[2, 2, 4, 5, 7, 10]",6,"[0, 0, 2, 0, 1, 1, 0, 1, 0, 0, 1]",6,Remote
"Everest Re Group, Ltd.",3.5,"Warren, NJ 07059",AI Engineer,175000.0,225000.0,200000.0,"['python', 'optimization', 'machine learning', 'reinforcement learning', 'rag', 'data science', 'tensorflow', 'pytorch', 'data pipelines', 'data infrastructure', 'data engineering', 'sql']","[0, 1, 2, 2, 2, 2, 3, 3, 4, 4, 4, 5]",12,"[1, 1, 4, 2, 3, 1, 0, 0, 0, 0, 0]",12,Warren
California State University,4.3,California,"Assistant Director, Student Success Dashboard Data Scientist",,,,"['python', 'r', 'statistics', 'classification', 'statistical modeling', 'sql', 'mysql', 'data dashboards', 'economics', 'sociology', 'security', 'project management', 'critical thinking']","[0, 0, 1, 1, 1, 5, 5, 7, 10, 10, 10, 10, 10]",13,"[2, 3, 0, 0, 0, 2, 0, 1, 0, 0, 5]",13,California
Mitsubishi Chemical America,3.3,Remote,Senior Compliance & Data Analyst,75600.0,99200.0,87400.0,"['excel', 'power bi', 'compliance']","[7, 7, 10]",3,"[0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 1]",3,Remote
Handshake,3.7,"New York, NY","Strategic Projects Lead, Handshake AI",125000.0,160000.0,142500.0,"['llm', 'model evaluation', 'finance', 'communication skills']","[2, 8, 10, 10]",4,"[0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 2]",4,New York
"ECS Federal, LLC",3.4,"Lackland AFB, TX 78236",Data Scientist,,,,"['python', 'java', 'c++', 'classification', 'clustering', 'machine learning', 'nlp', 'natural language processing', 'anomaly detection', 'artificial intelligence', 'data science', 'data mining', 'spark', 'databricks', 'data wrangling', 'sql', 'data visualization', 'business intelligence', 'data storytelling', 'compliance', 'security', 'data privacy', 'data governance']","[0, 0, 0, 1, 1, 2, 2, 2, 2, 2, 2, 2, 4, 4, 4, 5, 7, 7, 7, 10, 10, 10, 10]",23,"[3, 2, 7, 0, 3, 1, 0, 3, 0, 0, 4]",23,Lackland AFB
Handshake,3.7,"New York, NY","Growth Operations Lead, Handshake AI",125000.0,200000.0,162500.0,"['python', 'generative ai', 'llm', 'sql']","[0, 2, 2, 5]",4,"[1, 0, 2, 0, 0, 1, 0, 0, 0, 0, 0]",4,New York
McKinsey & Company,4.2,"Atlanta, GA 30303","Senior Data Analyst, Ethics & Compliance",,,,"['python', 'r', 'statistics', 'predictive modeling', 'sql', 'excel', 'tableau', 'power bi', 'data visualization', 'compliance', 'security', 'data privacy', 'data governance', 'project management', 'communication skills']","[0, 0, 1, 2, 5, 7, 7, 7, 7, 10, 10, 10, 10, 10, 10]",15,"[2, 1, 1, 0, 0, 1, 0, 4, 0, 0, 6]",15,Atlanta
CrowdStrike,3.7,Virginia,"Threat Analyst, Machine Learning (Remote, East/Central)",100000.0,150000.0,125000.0,"['python', 'java', 'c', 'c++', 'linux', 'machine learning', 'data science', 'security']","[0, 0, 0, 0, 0, 2, 2, 10]",8,"[5, 0, 2, 0, 0, 0, 0, 0, 0, 0, 1]",8,Virginia
Booz Allen,3.9,"Washington, DC","Machine Learning Engineer, Junior",55200.0,126000.0,90600.0,"['python', 'java', 'go', 'scala', 'machine learning', 'deep learning', 'nlp', 'computer vision', 'generative ai', 'llm', 'artificial intelligence', 'data science', 'tensorflow', 'pytorch', 'transformers', 'databricks', 'kubernetes', 'security', 'communication skills', 'signal processing']","[0, 0, 0, 0, 2, 2, 2, 2, 2, 2, 2, 2, 3, 3, 3, 4, 6, 10, 10, 10]",20,"[4, 0, 8, 3, 1, 0, 1, 0, 0, 0, 3]",20,Washington
Meta,4.2,"Sunnyvale, CA 94089","Software Engineer, Machine Learning",117000.0,117000.0,117000.0,"['python', 'java', 'javascript', 'php', 'perl', 'shell scripts', 'machine learning', 'recommendation systems', 'artificial intelligence', 'data mining', 'tensorflow', 'pytorch', 'physics']","[0, 0, 0, 0, 0, 0, 2, 2, 2, 2, 3, 3, 10]",13,"[6, 0, 4, 2, 0, 0, 0, 0, 0, 0, 1]",13,Sunnyvale
State of Minnesota,3.4,"Saint Paul, MN",Data Analyst - Research Analysis Specialist Senior,66393.6,97864.0,82128.8,"['r', 'go', 'statistics', 'data science', 'sql', 'excel', 'tableau', 'power bi', 'data visualization', 'compliance']","[0, 0, 1, 2, 5, 7, 7, 7, 7, 10]",10,"[2, 1, 1, 0, 0, 1, 0, 4, 0, 0, 1]",10,Saint Paul
Deloitte,3.9,"Arlington, VA",Senior Data Scientist,,,,"['python', 'machine learning', 'data science', 'data visualization', 'security']","[0, 2, 2, 7, 10]",5,"[1, 0, 2, 0, 0, 0, 0, 1, 0, 0, 1]",5,Arlington
Amazon,3.5,"Sunnyvale, CA","Applied Scientist, Artificial General Intelligence",136000.0,223400.0,179700.0,"['python', 'java', 'c++', 'deep learning', 'large language models', 'artificial intelligence', 'pytorch']","[0, 0, 0, 2, 2, 2, 3]",7,"[3, 0, 3, 1, 0, 0, 0, 0, 0, 0, 0]",7,Sunnyvale
Electronic Arts,3.8,"Austin, TX",Sr. Decision Scientist,,,,"['python', 'r', 'statistics', 'data science', 'streamlit', 'aws', 'sagemaker', 'gitlab', 'tableau', 'operations research']","[0, 0, 1, 2, 3, 6, 6, 6, 7, 10]",10,"[2, 1, 1, 1, 0, 0, 3, 1, 0, 0, 1]",10,Austin
Meta,4.0,"Burlingame, CA 94010","Data Science Manager, Demand Planning and Forecasting",206000.0,281000.0,243500.0,"['statistics', 'statistical modeling', 'machine learning', 'artificial intelligence', 'data science', 'data engineering', 'finance', 'project management', 'team leadership', 'physics', 'operations research']","[1, 1, 2, 2, 2, 4, 10, 10, 10, 10, 10]",11,"[0, 2, 3, 0, 1, 0, 0, 0, 0, 0, 5]",11,Burlingame
Meta,4.0,"New York, NY",Software Engineer (Technical Leadership) - Machine Learning,213000.0,293000.0,253000.0,"['optimization', 'graph theory', 'machine learning', 'nlp', 'artificial intelligence', 'tensorflow', 'pytorch', 'physics']","[1, 1, 2, 2, 2, 3, 3, 10]",8,"[0, 2, 3, 2, 0, 0, 0, 0, 0, 0, 1]",8,New York
Facebook App,4.0,"New York, NY","Data Engineering Manager, Analytics",173000.0,242000.0,207500.0,"['python', 'java', 'machine learning', 'artificial intelligence', 'data science', 'hadoop', 'big data', 'data engineering', 'sql', 'data warehousing', 'data visualization', 'business intelligence', 'project management', 'physics']","[0, 0, 2, 2, 2, 4, 4, 4, 5, 5, 7, 7, 10, 10]",14,"[2, 0, 3, 0, 3, 2, 0, 2, 0, 0, 2]",14,New York
CACI,3.8,"Riverside, CA 92518",Sr. Data Scientist – AI/ML & LLM Specialist,90300.0,189600.0,139950.0,"['python', 'machine learning', 'nlp', 'natural language processing', 'generative ai', 'large language models', 'llm', 'rag', 'ai/ml', 'data science', 'vector databases', 'tensorflow', 'pytorch', 'aws', 'azure', 'compliance', 'security', 'communication skills']","[0, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 3, 6, 6, 10, 10, 10]",18,"[1, 0, 10, 2, 0, 0, 2, 0, 0, 0, 3]",18,Riverside
Kimberly-Clark,4.1,"Roswell, GA","AI/ML Development Engineer, RD&E",105740.0,130620.0,118180.0,"['python', 'classification', 'statistical modeling', 'machine learning', 'generative ai', 'large language models', 'ai/ml', 'data science', 'tensorflow', 'pytorch', 'numpy', 'pandas', 'databricks', 'azure', 'git', 'ci/cd', 'llmops', 'communication skills']","[0, 1, 1, 2, 2, 2, 2, 2, 3, 3, 3, 3, 4, 6, 6, 6, 8, 10]",18,"[1, 2, 5, 4, 1, 0, 3, 0, 1, 0, 1]",18,Roswell
GAINSystems,1.0,"Atlanta, GA",Machine Learning Ops Engineer,,,,"['python', 'optimization', 'machine learning', 'data science', 'tensorflow', 'pytorch', 'keras', 'airflow', 'databricks', 'azure', 'docker', 'kubernetes', 'terraform', 'gitlab', 'github', 'ci/cd', 'Kubeflow', 'mlflow', 'security', 'communication skills', 'unity']","[0, 1, 2, 2, 3, 3, 3, 4, 4, 6, 6, 6, 6, 6, 6, 6, 6, 8, 10, 10, 10]",21,"[1, 1, 2, 3, 2, 0, 8, 0, 1, 0, 3]",21,Atlanta
Meta,4.0,"Menlo Park, CA 94025","Data Engineering Leader, Analytics (Monetization)",206000.0,281000.0,243500.0,"['python', 'java', 'machine learning', 'artificial intelligence', 'hadoop', 'data infrastructure', 'data engineering', 'sql', 'data warehousing', 'data visualization', 'project management', 'physics']","[0, 0, 2, 2, 4, 4, 4, 5, 5, 7, 10, 10]",12,"[2, 0, 2, 0, 3, 2, 0, 1, 0, 0, 2]",12,Menlo Park
Center For Democracy Technology,0.0,"Washington, DC 20005",AI Governance Fellow,80000.0,115000.0,97500.0,"['c', 'artificial intelligence', 'foundation models', 'model evaluation', 'economics', 'security', 'data governance']","[0, 2, 2, 8, 10, 10, 10]",7,"[1, 0, 2, 0, 0, 0, 0, 0, 1, 0, 3]",7,Washington
Pfizer,4.2,"Bothell, WA","Director, AIDA R&D AI & Data Product Management",169700.0,282900.0,226300.0,"['ai/ml', 'data science', 'compliance', 'data privacy', 'team leadership', 'bioinformatics']","[2, 2, 10, 10, 10, 10]",6,"[0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 4]",6,Bothell
Cargill,3.7,"Atlanta, GA",AI/ML Engineer,,,,"['optimization', 'artificial intelligence', 'data science', 'aws', 'llmops', 'security']","[1, 2, 2, 6, 8, 10]",6,"[0, 1, 2, 0, 0, 0, 1, 0, 1, 0, 1]",6,Atlanta
MyFitnessPal,5.0,Remote,Machine Learning Engineer III,140000.0,195000.0,167500.0,"['python', 'statistics', 'machine learning', 'ai/ml', 'data science', 'databricks', 'data pipelines', 'data wrangling', 'sql', 'mysql', 'elasticsearch', 'aws', 'docker', 'kubernetes']","[0, 1, 2, 2, 2, 4, 4, 4, 5, 5, 5, 6, 6, 6]",14,"[1, 1, 3, 0, 3, 3, 3, 0, 0, 0, 0]",14,Remote
BOEING,3.9,"Renton, WA",Experienced Quality Systems Specialist (Statistical Analysis & Application),86700.0,117300.0,102000.0,"['python', 'r', 'c', 'c#', 'javascript', 'statistics', 'statistical modeling', 'machine learning', 'data mining', 'sql', 'tableau', 'compliance', 'project management', 'communication skills']","[0, 0, 0, 0, 0, 1, 1, 2, 2, 5, 7, 10, 10, 10]",14,"[5, 2, 2, 0, 0, 1, 0, 1, 0, 0, 3]",14,Renton
Meta,4.0,"Bellevue, WA 98005","Software Engineer, Machine Learning",117000.0,117000.0,117000.0,"['python', 'java', 'javascript', 'php', 'perl', 'shell scripts', 'machine learning', 'recommendation systems', 'artificial intelligence', 'data mining', 'tensorflow', 'pytorch', 'physics']","[0, 0, 0, 0, 0, 0, 2, 2, 2, 2, 3, 3, 10]",13,"[6, 0, 4, 2, 0, 0, 0, 0, 0, 0, 1]",13,Bellevue
Target,3.5,"Brooklyn Park, MN 55445","Lead Machine Learning / AI Engineer - Personalization (Python, PySpark, ML Ops)",128000.0,277000.0,202500.0,"['python', 'scala', 'statistics', 'optimization', 'machine learning', 'tensorflow', 'pytorch', 'xgboost', 'spark', 'hadoop', 'kafka', 'big data', 'ci/cd', 'compliance', 'communication skills', 'physics']","[0, 0, 1, 1, 2, 3, 3, 3, 4, 4, 4, 4, 6, 10, 10, 10]",16,"[2, 2, 1, 3, 4, 0, 1, 0, 0, 0, 3]",16,Brooklyn Park
Prudential,3.8,"Newark, NJ 07102","Lead, Machine Learning Engineer",130300.0,215100.0,172700.0,"['python', 'r', 'java', 'scala', 'calculus', 'linear algebra', 'probability', 'statistics', 'regression', 'machine learning', 'nlp', 'computer vision', 'reinforcement learning', 'data science', 'tensorflow', 'pytorch', 'big data', 'data pipelines', 'data wrangling', 'sql', 'nosql', 'aws', 'sagemaker', 'jenkins', 'mlflow', 'model monitoring', 'model validation', 'distributed computing', 'finance']","[0, 0, 0, 0, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 6, 6, 6, 8, 8, 8, 9, 10]",29,"[4, 5, 5, 2, 3, 2, 3, 0, 3, 1, 1]",29,Newark
Handshake,3.7,United States,"AI Tutor, Environmental Science Specialist (Contract), Handshake AI",114400.0,208000.0,161200.0,['llm'],[2],1,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",1,United States
"Amazon Web Services, Inc.",3.4,"Atlanta, GA","Senior Delivery Consultant - Senior Machine Learning Engineer, AWS Professional Services, AWS Professional Services",138200.0,239000.0,188600.0,"['python', 'java', 'scala', 'typescript', 'javascript', 'machine learning', 'deep learning', 'natural language processing', 'generative ai', 'prompt engineering', 'ai/ml', 'artificial intelligence', 'predictive modeling', 'tensorflow', 'pytorch', 'airflow', 'data pipelines', 'data engineering', 'sql', 'aws', 'sagemaker', 'terraform', 'ci/cd', 'Kubeflow', 'mlflow', 'distributed computing', 'compliance', 'security', 'hipaa', 'communication skills']","[0, 0, 0, 0, 0, 2, 2, 2, 2, 2, 2, 2, 2, 3, 3, 4, 4, 4, 5, 6, 6, 6, 6, 6, 8, 9, 10, 10, 10, 10]",30,"[5, 0, 8, 2, 3, 1, 5, 0, 1, 1, 4]",30,Atlanta
Amazon,3.5,"Seattle, WA","Machine Learning Engineer II, Sponsored Products Search Sourcing, Amazon Advertising",129300.0,223600.0,176450.0,"['statistics', 'machine learning', 'deep learning', 'nlp', 'natural language processing', 'llm', 'prompt engineering', 'data mining', 'image processing', 'aws']","[1, 2, 2, 2, 2, 2, 2, 2, 2, 6]",10,"[0, 1, 8, 0, 0, 0, 1, 0, 0, 0, 0]",10,Seattle
Google,4.3,"Sunnyvale, CA","Software Engineer III, Generative AI, Google Workspace",141000.0,202000.0,171500.0,"['machine learning', 'deep learning', 'natural language processing', 'generative ai', 'large language models', 'artificial intelligence', 'tensorflow', 'sheets', 'distributed computing', 'security']","[2, 2, 2, 2, 2, 2, 3, 7, 9, 10]",10,"[0, 0, 6, 1, 0, 0, 0, 1, 0, 1, 1]",10,Sunnyvale
Amazon.com Services LLC,3.5,"New York, NY","Applied Scientist II, Sponsored Products - Bidding",136000.0,223400.0,179700.0,"['python', 'java', 'c++', 'optimization', 'machine learning', 'data mining', 'model validation', 'high-performance computing', 'distributed computing']","[0, 0, 0, 1, 2, 2, 8, 9, 9]",9,"[3, 1, 2, 0, 0, 0, 0, 0, 1, 2, 0]",9,New York
Facebook App,4.0,"Menlo Park, CA",AI Developer Efficiency Product Manager,202000.0,277000.0,239500.0,"['machine learning', 'artificial intelligence', 'critical thinking', 'physics']","[2, 2, 10, 10]",4,"[0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 2]",4,Menlo Park
"BI Pharmaceuticals, Inc.",4.0,"Ridgefield, CT 06877",Principal Clinical Data Scientist,,,,"['c', 'statistics', 'optimization', 'data science', 'sql', 'chemistry']","[0, 1, 1, 2, 5, 10]",6,"[1, 2, 1, 0, 0, 1, 0, 0, 0, 0, 1]",6,Ridgefield
Meta,4.2,"Bellevue, WA 98005","Data Engineering Manager, Analytics",173000.0,242000.0,207500.0,"['python', 'java', 'data science', 'hadoop', 'data engineering', 'sql', 'data warehousing', 'data visualization', 'business intelligence', 'project management', 'physics']","[0, 0, 2, 4, 4, 5, 5, 7, 7, 10, 10]",11,"[2, 0, 1, 0, 2, 2, 0, 2, 0, 0, 2]",11,Bellevue
"Amazon Web Services, Inc.",3.4,"Boston, MA","Delivery Consultant - Machine Learning Engineer, AWS Professional Services, AWS Professional Services",118200.0,204300.0,161250.0,"['python', 'java', 'scala', 'typescript', 'javascript', 'machine learning', 'deep learning', 'natural language processing', 'generative ai', 'prompt engineering', 'ai/ml', 'artificial intelligence', 'predictive modeling', 'tensorflow', 'pytorch', 'airflow', 'data pipelines', 'data engineering', 'sql', 'aws', 'sagemaker', 'terraform', 'ci/cd', 'Kubeflow', 'mlflow', 'distributed computing', 'compliance', 'security', 'hipaa', 'communication skills']","[0, 0, 0, 0, 0, 2, 2, 2, 2, 2, 2, 2, 2, 3, 3, 4, 4, 4, 5, 6, 6, 6, 6, 6, 8, 9, 10, 10, 10, 10]",30,"[5, 0, 8, 2, 3, 1, 5, 0, 1, 1, 4]",30,Boston
Information Technology Senior Management Forum,0.0,"New York, NY",AI & Data Platform Program Lead - SVP,192000.0,288000.0,240000.0,"['rag', 'prompt engineering', 'ai/ml']","[2, 2, 2]",3,"[0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0]",3,New York
Capital One,3.9,"New York, NY",Senior Machine Learning Engineer,,,,"['python', 'java', 'scala', 'machine learning', 'data science', 'tensorflow', 'pytorch', 'spark', 'big data', 'data pipelines', 'data engineering', 'aws', 'azure', 'explainable ai', 'distributed computing', 'dask', 'compliance']","[0, 0, 0, 2, 2, 3, 3, 4, 4, 4, 4, 6, 6, 8, 9, 9, 10]",17,"[3, 0, 2, 2, 4, 0, 2, 0, 1, 2, 1]",17,New York
Citigroup,3.9,"New York, NY",Gen AI Lead Engineer - SVP,192000.0,288000.0,240000.0,"['classification', 'optimization', 'machine learning', 'nlp', 'natural language processing', 'reinforcement learning', 'generative ai', 'multi-task learning', 'large language models', 'llm', 'rag', 'prompt engineering', 'ai/ml', 'data science', 'NER', 'tensorflow', 'pytorch', 'keras', 'hugging face', 'transformers', 'aws', 'docker', 'kubernetes', 'git', 'ci/cd', 'model deployment', 'parallel processing', 'compliance', 'data privacy']","[1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 3, 3, 3, 3, 6, 6, 6, 6, 6, 8, 9, 10, 10]",29,"[0, 2, 13, 5, 0, 0, 5, 0, 1, 1, 2]",29,New York
Articul8,0.0,United States,Applied AI Researcher (USA),,,,"['python', 'probability', 'statistics', 'optimization', 'machine learning', 'deep learning', 'natural language processing', 'computer vision', 'reinforcement learning', 'generative ai', 'artificial intelligence', 'data pipelines', 'data wrangling', 'aws', 'azure', 'gcp', 'git', 'model evaluation', 'project management']","[0, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 4, 4, 6, 6, 6, 6, 8, 10]",19,"[1, 3, 7, 0, 2, 0, 4, 0, 1, 0, 1]",19,United States
Honeywell,3.7,"Atlanta, GA 30308",Lead Machine Learning Engineer,,,,"['python', 'classification', 'clustering', 'optimization', 'machine learning', 'deep learning', 'generative ai', 'llm', 'data science', 'tensorflow', 'pytorch', 'keras', 'transformers', 'spacy', 'spark', 'data engineering', 'azure', 'gcp', 'azure ml', 'kubernetes', 'distributed computing', 'compliance', 'security']","[0, 1, 1, 1, 2, 2, 2, 2, 2, 3, 3, 3, 3, 3, 4, 4, 6, 6, 6, 6, 9, 10, 10]",23,"[1, 3, 5, 5, 2, 0, 4, 0, 0, 1, 2]",23,Atlanta
DNS Solutions Inc.,0.0,United States,Senior AI/ML Engineer – Agentic AI Systems (Remote/Hybrid),170000.0,400000.0,285000.0,"['python', 'reinforcement learning', 'llm', 'rag', 'prompt engineering', 'ai/ml', 'aws', 'azure', 'gcp', 'docker']","[0, 2, 2, 2, 2, 2, 6, 6, 6, 6]",10,"[1, 0, 5, 0, 0, 0, 4, 0, 0, 0, 0]",10,United States
Citigroup,3.9,"Irving, TX",Workforce Optimization Data Science & Analytics Lead - Vice President,138720.0,208080.0,173400.0,"['python', 'r', 'statistics', 'regression', 'time series analysis', 'optimization', 'artificial intelligence', 'data science', 'data pipelines', 'sql', 'data modeling', 'tableau', 'power bi', 'economics', 'finance', 'critical thinking']","[0, 0, 1, 1, 1, 1, 2, 2, 4, 5, 5, 7, 7, 10, 10, 10]",16,"[2, 4, 2, 0, 1, 2, 0, 2, 0, 0, 3]",16,Irving
